Reward,No cash trade,No stock trade,Net worth end game,Stop day
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
0.0,0,1,200.0,1.0
